id,sentence,target,target_index,target_lemma,target_pos,label
kb7-fragment10_2375_4,Yeah you can talk and,talk,4,talk,VERB,0
kb7-fragment10_2377_3,Yeah I mean that 's the same as I I must admit I did have sort of an argument with him once over his music .,mean,3,mean,VERB,0
kb7-fragment10_2377_12,Yeah I mean that 's the same as I I must admit I did have sort of an argument with him once over his music .,admit,12,admit,VERB,0
kb7-fragment10_2378_2,"We fell out for a little while but I mean , playing loud but I mean upstairs is fine .",fell,2,fall,VERB,1
kb7-fragment10_2378_10,"We fell out for a little while but I mean , playing loud but I mean upstairs is fine .",mean,10,mean,VERB,0
kb7-fragment10_2378_12,"We fell out for a little while but I mean , playing loud but I mean upstairs is fine .",playing,12,play,VERB,0
kb7-fragment10_2378_16,"We fell out for a little while but I mean , playing loud but I mean upstairs is fine .",mean,16,mean,VERB,0
kb7-fragment10_2379_18,"And next door to him , number five they 're an elderly couple erm and they 've got one of their sons living there at erm he 's disabled in some way but I 'm not quite sure how .",got,18,get,VERB,0
kb7-fragment10_2379_23,"And next door to him , number five they 're an elderly couple erm and they 've got one of their sons living there at erm he 's disabled in some way but I 'm not quite sure how .",living,23,live,VERB,0
kb7-fragment10_2384_2,I suppose some people might say to them oh you 're being nosy but then that does n't bother me because you do n't tell them what you do n't want them to know .,suppose,2,suppose,VERB,0
kb7-fragment10_2384_6,I suppose some people might say to them oh you 're being nosy but then that does n't bother me because you do n't tell them what you do n't want them to know .,say,6,say,VERB,0
kb7-fragment10_2384_19,I suppose some people might say to them oh you 're being nosy but then that does n't bother me because you do n't tell them what you do n't want them to know .,bother,19,bother,VERB,1
kb7-fragment10_2384_25,I suppose some people might say to them oh you 're being nosy but then that does n't bother me because you do n't tell them what you do n't want them to know .,tell,25,tell,VERB,0
kb7-fragment10_2384_31,I suppose some people might say to them oh you 're being nosy but then that does n't bother me because you do n't tell them what you do n't want them to know .,want,31,want,VERB,0
kb7-fragment10_2384_34,I suppose some people might say to them oh you 're being nosy but then that does n't bother me because you do n't tell them what you do n't want them to know .,know,34,know,VERB,0
kb7-fragment10_2389_2,They keep an eye,keep,2,keep,VERB,1
kb7-fragment10_2390_3,They do tend to keep an eye on me anyway .,tend,3,tend,VERB,0
kb7-fragment10_2390_5,They do tend to keep an eye on me anyway .,keep,5,keep,VERB,1
kb7-fragment10_2396_5,No I 'm really impressed .,impressed,5,impressed,ADJ,0
kb7-fragment10_2398_4,Did you just want to have a little wander ?,want,4,want,VERB,0
kb7-fragment10_2398_9,Did you just want to have a little wander ?,wander,9,wander,NOUN,0
kb7-fragment10_2400_2,I like this one too .,like,2,like,VERB,0
kb7-fragment10_2405_5,"Yeah , you can live in one and I 'll live in another .",live,5,live,VERB,0
kb7-fragment10_2405_11,"Yeah , you can live in one and I 'll live in another .",live,11,live,VERB,0
kb7-fragment10_2406_2,and live in yours .,live,2,live,VERB,0
kb7-fragment10_2410_1,corner there,corner,1,corner,NOUN,0
kb7-fragment10_2412_4,Where do you get your carrots from ?,get,4,get,VERB,0
kb7-fragment10_2413_1,Er my nephew has a shop .,Er,1,er,INTJ,0
kb7-fragment10_2418_3,So you got your you got your washing machine under there ?,got,3,got,VERB,0
kb7-fragment10_2418_6,So you got your you got your washing machine under there ?,got,6,got,VERB,0
kb7-fragment10_2418_8,So you got your you got your washing machine under there ?,washing,8,washing,NOUN,0
kb7-fragment10_2419_1,Washing machine and cooker and fridge So of course you could have in here .,Washing,1,washing,NOUN,0
kb7-fragment10_2421_2,"I mean Yeah I say , or you could have a taller fridge .",mean,2,mean,VERB,0
kb7-fragment10_2421_5,"I mean Yeah I say , or you could have a taller fridge .",say,5,say,VERB,0
kb7-fragment10_2422_2,Oh yeah you could have a taller fridge .,yeah,2,yeah,INTJ,0
kb7-fragment10_2425_2,"I like them like that because what I tend to do with so I like them that big because then I can cut them up into sticks , stick them in the fridge , then if I feel like being naughty not ever so naughty because I 'm nibbling at carrots rather than a packet of crisps or something .",like,2,like,VERB,0
kb7-fragment10_2425_9,"I like them like that because what I tend to do with so I like them that big because then I can cut them up into sticks , stick them in the fridge , then if I feel like being naughty not ever so naughty because I 'm nibbling at carrots rather than a packet of crisps or something .",tend,9,tend,VERB,0
kb7-fragment10_2425_15,"I like them like that because what I tend to do with so I like them that big because then I can cut them up into sticks , stick them in the fridge , then if I feel like being naughty not ever so naughty because I 'm nibbling at carrots rather than a packet of crisps or something .",like,15,like,VERB,0
kb7-fragment10_2425_23,"I like them like that because what I tend to do with so I like them that big because then I can cut them up into sticks , stick them in the fridge , then if I feel like being naughty not ever so naughty because I 'm nibbling at carrots rather than a packet of crisps or something .",cut,23,cut,VERB,0
kb7-fragment10_2425_29,"I like them like that because what I tend to do with so I like them that big because then I can cut them up into sticks , stick them in the fridge , then if I feel like being naughty not ever so naughty because I 'm nibbling at carrots rather than a packet of crisps or something .",stick,29,stick,VERB,0
kb7-fragment10_2425_38,"I like them like that because what I tend to do with so I like them that big because then I can cut them up into sticks , stick them in the fridge , then if I feel like being naughty not ever so naughty because I 'm nibbling at carrots rather than a packet of crisps or something .",feel,38,feel,VERB,1
kb7-fragment10_2425_49,"I like them like that because what I tend to do with so I like them that big because then I can cut them up into sticks , stick them in the fridge , then if I feel like being naughty not ever so naughty because I 'm nibbling at carrots rather than a packet of crisps or something .",nibbling,49,nibble,VERB,0
kb7-fragment10_2427_5,Oh yeah and I mean that sort of size,mean,5,mean,VERB,0
kb7-fragment10_2429_2,I know .,know,2,know,VERB,0
kb7-fragment10_2430_5,. Well it 's make your mind up time .,make,5,make,VERB,1
kb7-fragment10_2431_4,Well We 've got to see what Mr says first wo n't we ?,got,4,get,VERB,0
kb7-fragment10_2431_6,Well We 've got to see what Mr says first wo n't we ?,see,6,see,VERB,1
kb7-fragment10_2431_9,Well We 've got to see what Mr says first wo n't we ?,says,9,say,VERB,0
kb7-fragment10_2432_5,They 're specially for baking .,baking,5,baking,NOUN,0
kb7-fragment10_2434_4,"I 'm not waiting , bother waiting for the desired",waiting,4,wait,VERB,0
kb7-fragment10_2434_6,"I 'm not waiting , bother waiting for the desired",bother,6,bother,VERB,0
kb7-fragment10_2434_7,"I 'm not waiting , bother waiting for the desired",waiting,7,wait,VERB,0
kb7-fragment10_2434_10,"I 'm not waiting , bother waiting for the desired",desired,10,desire,VERB,0
kb7-fragment10_2435_2,I mean with ordinary ones,mean,2,mean,VERB,0
kb7-fragment10_2438_2,"I mean those bakers , they were n't very expensive erm but it 's ordinary potatoes",mean,2,mean,VERB,0
kb7-fragment10_2440_2,I think they 're probably a little bit more expensive but he is much cheaper than in,think,2,think,VERB,0
kb7-fragment10_2443_3,"But I mean , you ca n't get those that size where I live .",mean,3,mean,VERB,0
kb7-fragment10_2443_8,"But I mean , you ca n't get those that size where I live .",get,8,get,VERB,0
kb7-fragment10_2443_11,"But I mean , you ca n't get those that size where I live .",size,11,size,NOUN,0
kb7-fragment10_2443_14,"But I mean , you ca n't get those that size where I live .",live,14,live,VERB,0
kb7-fragment10_2444_3,And I love baked potatoes .,love,3,love,VERB,0
kb7-fragment10_2445_2,We end up having,end,2,end,VERB,0
kb7-fragment10_2448_4,So thanks for showing us,showing,4,show,VERB,0
kb7-fragment10_2449_3,"Yep , thank you very much .",thank,3,thank,VERB,0
kb7-fragment10_2451_1,Thank you .,Thank,1,thank,VERB,0
kb7-fragment10_2452_1,disturb you again .,disturb,1,disturb,VERB,0
kb7-fragment10_2456_3,Yeah I like it .,like,3,like,VERB,0
kb7-fragment10_2462_2,"I mean you 're you 're not sort of right in the centre of town , but",mean,2,mean,VERB,0
kb7-fragment10_2466_7,It 's up the road and cross the main road and you 're in Kingsway are n't you ?,cross,7,cross,VERB,0
kb7-fragment10_2467_4,"You do n't need any wheels do you , really ?",need,4,need,VERB,0
kb7-fragment10_2471_2,I crashed,crashed,2,crash,VERB,0
kb7-fragment10_2473_3,Yeah I crashed mine .,crashed,3,crash,VERB,0
kb7-fragment10_2474_1,Put it in the dyke .,Put,1,put,VERB,1
kb7-fragment10_2479_3,Somebody was looking after me cos I should n't have got out and I did .,looking,3,look,VERB,1
kb7-fragment10_2479_6,Somebody was looking after me cos I should n't have got out and I did .,cos,6,cos,SCONJ,0
kb7-fragment10_2479_11,Somebody was looking after me cos I should n't have got out and I did .,got,11,get,VERB,1
kb7-fragment10_2482_12,I was out with erm an nephew last night and I mean it was n't icy but it was sort of getting late and it was cold .,mean,12,mean,VERB,0
kb7-fragment10_2482_22,I was out with erm an nephew last night and I mean it was n't icy but it was sort of getting late and it was cold .,getting,22,get,VERB,0
kb7-fragment10_2485_3,And I said to him if you do n't pack it up I 'm gon na get out and walk .,said,3,say,VERB,0
kb7-fragment10_2485_10,And I said to him if you do n't pack it up I 'm gon na get out and walk .,pack,10,pack,VERB,1
kb7-fragment10_2485_15,And I said to him if you do n't pack it up I 'm gon na get out and walk .,gon,15,go,VERB,0
kb7-fragment10_2485_17,And I said to him if you do n't pack it up I 'm gon na get out and walk .,get,17,get,VERB,0
kb7-fragment10_2489_3,And he said well it 's a long time since you had the accident .,said,3,say,VERB,0
kb7-fragment10_2490_2,I said I do n't care .,said,2,say,VERB,0
kb7-fragment10_2490_6,I said I do n't care .,care,6,care,VERB,0
kb7-fragment10_2491_6,"It 's still , you know silly little things",know,6,know,VERB,0
kb7-fragment10_2492_4,No it still makes you very careful .,makes,4,make,VERB,1
kb7-fragment10_2493_4,like that still unnerve me .,unnerve,4,unnerve,VERB,0
kb7-fragment10_2496_6,"It was slippy though I mean I noticed that even , you know just pulling away from or something like that okay I mean it 's a reasonably car but I mean , you know just a little bit too heavy on the accelerator",mean,6,mean,VERB,0
kb7-fragment10_2496_8,"It was slippy though I mean I noticed that even , you know just pulling away from or something like that okay I mean it 's a reasonably car but I mean , you know just a little bit too heavy on the accelerator",noticed,8,notice,VERB,0
kb7-fragment10_2496_13,"It was slippy though I mean I noticed that even , you know just pulling away from or something like that okay I mean it 's a reasonably car but I mean , you know just a little bit too heavy on the accelerator",know,13,know,VERB,0
kb7-fragment10_2496_15,"It was slippy though I mean I noticed that even , you know just pulling away from or something like that okay I mean it 's a reasonably car but I mean , you know just a little bit too heavy on the accelerator",pulling,15,pull,VERB,1
kb7-fragment10_2496_24,"It was slippy though I mean I noticed that even , you know just pulling away from or something like that okay I mean it 's a reasonably car but I mean , you know just a little bit too heavy on the accelerator",mean,24,mean,VERB,0
kb7-fragment10_2496_32,"It was slippy though I mean I noticed that even , you know just pulling away from or something like that okay I mean it 's a reasonably car but I mean , you know just a little bit too heavy on the accelerator",mean,32,mean,VERB,0
kb7-fragment10_2496_35,"It was slippy though I mean I noticed that even , you know just pulling away from or something like that okay I mean it 's a reasonably car but I mean , you know just a little bit too heavy on the accelerator",know,35,know,VERB,0
kb7-fragment10_2497_3,You can feel it .,feel,3,feel,VERB,1
kb7-fragment10_2498_7,it 's very easy you can feel it slipping,feel,7,feel,VERB,1
kb7-fragment10_2498_9,it 's very easy you can feel it slipping,slipping,9,slip,VERB,0
kb7-fragment10_2504_2,Yeah thank you .,thank,2,thank,VERB,0
kb7-fragment10_2505_1,Thank you .,Thank,1,thank,VERB,0
kcf-fragment14_1221_4,You do n't mind Alison taking you home ?,mind,4,mind,VERB,0
kcf-fragment14_1221_6,You do n't mind Alison taking you home ?,taking,6,take,VERB,0
kcf-fragment14_1222_6,"No , I do n't mind .",mind,6,mind,VERB,0
kcf-fragment14_1223_5,"No , you 've got ta give it me back , I 'm gon na .",got,5,get,VERB,0
kcf-fragment14_1223_7,"No , you 've got ta give it me back , I 'm gon na .",give,7,give,VERB,0
kcf-fragment14_1223_14,"No , you 've got ta give it me back , I 'm gon na .",gon,14,go,VERB,0
kcf-fragment14_1225_3,Hope she looks after you .,looks,3,look,VERB,0
kcf-fragment14_1226_4,Perhaps she 'll help come in with you .,help,4,help,VERB,0
kcf-fragment14_1226_5,Perhaps she 'll help come in with you .,come,5,come,VERB,0
kcf-fragment14_1230_3,She 's going now and gon na leave me this old crap on the table ! .,going,3,go,VERB,0
kcf-fragment14_1230_6,She 's going now and gon na leave me this old crap on the table ! .,gon,6,go,VERB,0
kcf-fragment14_1230_8,She 's going now and gon na leave me this old crap on the table ! .,leave,8,leave,VERB,0
kcf-fragment14_1234_7,"I 've , no I 'm gon na give this to .",gon,7,go,VERB,0
kcf-fragment14_1234_9,"I 've , no I 'm gon na give this to .",give,9,give,VERB,0
kcf-fragment14_1238_3,"Are you coming with me , yeah !",coming,3,come,VERB,0
kcf-fragment14_1238_7,"Are you coming with me , yeah !",yeah,7,yeah,INTJ,0
kcf-fragment14_1239_7,But at least when this bloke comes tonight you 've got something for him .,comes,7,come,VERB,0
kcf-fragment14_1239_11,But at least when this bloke comes tonight you 've got something for him .,got,11,get,VERB,0
kcf-fragment14_1242_3,"Well I ai n't had a on the same rate as me ! blue they should have the same , like mine !",ai,3,be,AUX,0
kcf-fragment14_1244_5,And then Kimmy can come and visit and play in the garden !,come,5,come,VERB,0
kcf-fragment14_1244_7,And then Kimmy can come and visit and play in the garden !,visit,7,visit,VERB,0
kcf-fragment14_1244_9,And then Kimmy can come and visit and play in the garden !,play,9,play,VERB,0
kcf-fragment14_1246_2,and go to bank and see what it would cost you for .,go,2,go,VERB,0
kcf-fragment14_1246_4,and go to bank and see what it would cost you for .,bank,4,bank,NOUN,0
kcf-fragment14_1246_6,and go to bank and see what it would cost you for .,see,6,see,VERB,1
kcf-fragment14_1246_10,and go to bank and see what it would cost you for .,cost,10,cost,VERB,0
kcf-fragment14_1249_4,"Well , you borrow your money on the house till your , till it comes through .",borrow,4,borrow,VERB,0
kcf-fragment14_1249_15,"Well , you borrow your money on the house till your , till it comes through .",comes,15,come,VERB,0
kcf-fragment14_1251_4,Well do you think it 's a lot ?,think,4,think,VERB,0
kcf-fragment14_1252_7,"Well I do n't , he said",said,7,say,VERB,0
kcf-fragment14_1253_2,"It depends on , on the houses .",depends,2,depend,VERB,0
kcf-fragment14_1254_4,"Well you 've got an , you 're got ta go , have an appointment to go and see somebody there are n't you ?",got,4,get,VERB,1
kcf-fragment14_1254_9,"Well you 've got an , you 're got ta go , have an appointment to go and see somebody there are n't you ?",got,9,get,VERB,0
kcf-fragment14_1254_17,"Well you 've got an , you 're got ta go , have an appointment to go and see somebody there are n't you ?",go,17,go,VERB,0
kcf-fragment14_1254_19,"Well you 've got an , you 're got ta go , have an appointment to go and see somebody there are n't you ?",see,19,see,VERB,0
kcf-fragment14_1255_9,And then in the first place you 're getting enough money you can you can bash it away and that 'll pay for your furniture .,getting,9,get,VERB,0
kcf-fragment14_1255_16,And then in the first place you 're getting enough money you can you can bash it away and that 'll pay for your furniture .,bash,16,bash,VERB,1
kcf-fragment14_1255_22,And then in the first place you 're getting enough money you can you can bash it away and that 'll pay for your furniture .,pay,22,pay,VERB,1
kcf-fragment14_1258_3,"Oh , cos it 'll depend on his er",cos,3,cos,SCONJ,0
kcf-fragment14_1258_6,"Oh , cos it 'll depend on his er",depend,6,depend,VERB,0
kcf-fragment14_1264_4,It would n't matter what they said .,matter,4,matter,VERB,0
kcf-fragment14_1264_7,It would n't matter what they said .,said,7,say,VERB,0
kcf-fragment14_1267_3,them will come later when he got there and then you can have something else nice .,come,3,come,VERB,0
kcf-fragment14_1267_7,them will come later when he got there and then you can have something else nice .,got,7,get,VERB,0
kcf-fragment14_1269_1,"Take what you want and leave the rest , your mother 'll get rid of it .",Take,1,take,VERB,0
kcf-fragment14_1269_4,"Take what you want and leave the rest , your mother 'll get rid of it .",want,4,want,VERB,0
kcf-fragment14_1269_6,"Take what you want and leave the rest , your mother 'll get rid of it .",leave,6,leave,VERB,0
kcf-fragment14_1269_13,"Take what you want and leave the rest , your mother 'll get rid of it .",get,13,get,AUX,1
kcf-fragment14_1270_3,Kimmy would like to come over and visit would n't you ?,like,3,like,VERB,0
kcf-fragment14_1270_5,Kimmy would like to come over and visit would n't you ?,come,5,come,VERB,0
kcf-fragment14_1271_5,You 'd have to make room in the back garden !,make,5,make,VERB,1
kcf-fragment14_1272_3,He never phoned me ! .,phoned,3,phone,VERB,0
kcf-fragment14_1273_1,Going there ?,Going,1,go,VERB,0
kcf-fragment14_1277_5,But what do you think ?,think,5,think,VERB,0
kcf-fragment14_1278_2,I think it 's half the point !,think,2,think,VERB,0
kcf-fragment14_1279_2,I know .,know,2,know,VERB,0
kcf-fragment14_1280_2,Said said he come from the that and all .,said,2,say,VERB,0
kcf-fragment14_1280_4,Said said he come from the that and all .,come,4,come,VERB,0
kcf-fragment14_1282_5,But you do n't need it in the car .,need,5,need,VERB,0
kcf-fragment14_1283_5,"Yeah but , I mean , people are allowed now to put their own in are n't they ?",mean,5,mean,VERB,0
kcf-fragment14_1283_9,"Yeah but , I mean , people are allowed now to put their own in are n't they ?",allowed,9,allow,VERB,0
kcf-fragment14_1283_12,"Yeah but , I mean , people are allowed now to put their own in are n't they ?",put,12,put,VERB,0
kcf-fragment14_1284_9,But you 'd have to have the points fitted by them but you get your own,fitted,9,fit,VERB,0
kcf-fragment14_1284_14,But you 'd have to have the points fitted by them but you get your own,get,14,get,VERB,0
kcf-fragment14_1286_3,And just get the tested like me and your dad did .,get,3,get,VERB,1
kcf-fragment14_1286_5,And just get the tested like me and your dad did .,tested,5,test,VERB,0
kcf-fragment14_1289_2,I want that as well .,want,2,want,VERB,0
kcf-fragment14_1291_4,"No , I tell you what I 'd like you know the ones ?",tell,4,tell,VERB,0
kcf-fragment14_1291_9,"No , I tell you what I 'd like you know the ones ?",like,9,like,VERB,0
kcf-fragment14_1291_11,"No , I tell you what I 'd like you know the ones ?",know,11,know,VERB,0
kcf-fragment14_1292_5,Well what does it cost to get a little what 's a name now ?,cost,5,cost,VERB,0
kcf-fragment14_1292_7,Well what does it cost to get a little what 's a name now ?,get,7,get,VERB,0
kcf-fragment14_1293_7,You just never been round to look .,look,7,look,VERB,0
kcf-fragment14_1294_2,"You go round in the sales , have a look .",go,2,go,VERB,0
kcf-fragment14_1298_1,"Listen , I would them for you then ! .",Listen,1,listen,VERB,0
kcf-fragment14_1300_5,Oh I do n't know ma !,know,5,know,VERB,0
kcf-fragment14_1303_4,"Well I 'll put , Kimmy must be there cos Kimmy 's gon na be one our bridesmaids !",put,4,put,VERB,0
kcf-fragment14_1303_10,"Well I 'll put , Kimmy must be there cos Kimmy 's gon na be one our bridesmaids !",cos,10,cos,SCONJ,0
kcf-fragment14_1303_13,"Well I 'll put , Kimmy must be there cos Kimmy 's gon na be one our bridesmaids !",gon,13,go,VERB,0
kcf-fragment14_1310_3,Do you wan na be my bridesmaid ?,wan,3,wan,VERB,0
kcf-fragment14_1311_1,Come on sweetheart !,Come,1,come,VERB,1
kcf-fragment14_1312_1,Come on !,Come,1,come,VERB,1
kcf-fragment14_1314_1,Come on sweetheart !,Come,1,come,VERB,1
kcf-fragment14_1315_2,"I think where ,",think,2,think,VERB,0
kcf-fragment14_1316_1,Come on !,Come,1,come,VERB,1
kcf-fragment14_1317_5,Alison 's here to take him out do n't you ?,take,5,take,VERB,0
kcf-fragment14_1320_11,"The , all these light fittings , I do n't want to change them over .",want,11,want,VERB,0
kcf-fragment14_1320_13,"The , all these light fittings , I do n't want to change them over .",change,13,change,VERB,0
kcf-fragment14_1321_4,We 're not gon na win !,gon,4,go,VERB,0
kcf-fragment14_1321_6,We 're not gon na win !,win,6,win,VERB,1
kcf-fragment14_1326_4,Why do n't put it underneath .,put,4,put,VERB,0
kcf-fragment14_1333_14,"Well at least he can have a word with him about it and see what and he can do , and then you go to and see what they can do .",see,14,see,VERB,1
kcf-fragment14_1333_24,"Well at least he can have a word with him about it and see what and he can do , and then you go to and see what they can do .",go,24,go,VERB,0
kcf-fragment14_1333_27,"Well at least he can have a word with him about it and see what and he can do , and then you go to and see what they can do .",see,27,see,VERB,1
kcf-fragment14_1335_1,"Go and have a look , he probably for that price he might say oh , we 'll leave the curtains and the carpets .",Go,1,go,VERB,0
kcf-fragment14_1335_14,"Go and have a look , he probably for that price he might say oh , we 'll leave the curtains and the carpets .",say,14,say,VERB,0
kcf-fragment14_1335_19,"Go and have a look , he probably for that price he might say oh , we 'll leave the curtains and the carpets .",leave,19,leave,VERB,0
kcf-fragment14_1336_4,You 've only got to have them cleaned !,got,4,get,VERB,0
kcf-fragment14_1336_8,You 've only got to have them cleaned !,cleaned,8,clean,VERB,0
kcf-fragment14_1337_12,"But the thing is erm with that , unless they 're living there they might nice .",living,12,live,VERB,0
kcf-fragment14_1341_5,But we ca n't go in there .,go,5,go,VERB,0
kcf-fragment14_1343_2,Well ring her up and see .,ring,2,ring,VERB,0
kcf-fragment14_1343_6,Well ring her up and see .,see,6,see,VERB,1
kcf-fragment14_1345_6,"Not yet no , just get your out there and and then you might have a bit of lee-way might not we then ?",get,6,get,VERB,0
kcf-fragment14_1346_5,But how will I know where to go ? .,know,5,know,VERB,0
kcf-fragment14_1346_8,But how will I know where to go ? .,go,8,go,VERB,0
kcf-fragment14_1347_4,Well you just go to the front entrance,go,4,go,VERB,0
kcf-fragment14_1349_2,and see the porter .,see,2,see,VERB,0
kcf-fragment14_1350_2,And say what type of ward ?,say,2,say,VERB,0
kcf-fragment14_1351_2,You want to go to the orthopaedic .,want,2,want,VERB,0
kcf-fragment14_1351_4,You want to go to the orthopaedic .,go,4,go,VERB,0
kcf-fragment14_1352_3,And you go round the corner,go,3,go,VERB,0
kcf-fragment14_1352_4,And you go round the corner,round,4,round,ADP,0
kcf-fragment14_1353_5,But she has to go to physio though .,go,5,go,VERB,0
kcf-fragment14_1353_7,But she has to go to physio though .,physio,7,physio,NOUN,0
kcf-fragment14_1355_2,You know where the porter 's desk is ?,know,2,know,VERB,0
kcf-fragment14_1356_2,I know where to go .,know,2,know,VERB,0
kcf-fragment14_1356_5,I know where to go .,go,5,go,VERB,0
kcf-fragment14_1358_2,You go round that corner not off that way towards the wards just go from the desk right round the corner and follow it right the way down as far as you can go .,go,2,go,VERB,0
kcf-fragment14_1358_14,You go round that corner not off that way towards the wards just go from the desk right round the corner and follow it right the way down as far as you can go .,go,14,go,VERB,0
kcf-fragment14_1358_23,You go round that corner not off that way towards the wards just go from the desk right round the corner and follow it right the way down as far as you can go .,follow,23,follow,VERB,1
kcf-fragment14_1358_34,You go round that corner not off that way towards the wards just go from the desk right round the corner and follow it right the way down as far as you can go .,go,34,go,VERB,0
kcf-fragment14_1359_4,You ca n't go many further cos there 's a blank wall,go,4,go,VERB,0
kcf-fragment14_1361_3,and you turn to your left .,turn,3,turn,VERB,0
kcf-fragment14_1362_3,Before you hit the blank wall you turn to your left .,hit,3,hit,VERB,1
kcf-fragment14_1362_8,Before you hit the blank wall you turn to your left .,turn,8,turn,VERB,0
kcf-fragment14_1363_4,And does nan walk or have a wheelchair ?,walk,4,walk,VERB,0
kcf-fragment14_1366_3,And just go to reception,go,3,go,VERB,0
kcf-fragment14_1367_2,and take and her card and then her folder comes out as you take it .,take,2,take,VERB,0
kcf-fragment14_1367_10,and take and her card and then her folder comes out as you take it .,comes,10,come,VERB,1
kcf-fragment14_1367_14,and take and her card and then her folder comes out as you take it .,take,14,take,VERB,0
kcf-fragment14_1368_3,If you go now there 'll be nobody there !,go,3,go,VERB,0
kcf-fragment14_1369_6,The fracture clinic she 's going to .,going,6,go,VERB,0
kcf-fragment14_1381_3,We 'll see ah it 's just down from here .,see,3,see,VERB,1
kcf-fragment14_1383_2,They know it 's Doctor so,know,2,know,VERB,0
kcf-fragment14_1386_2,But see if I get out in .,see,2,see,VERB,1
kcf-fragment14_1386_5,But see if I get out in .,get,5,get,VERB,0
kcf-fragment14_1388_6,"No , it 's not mine actually .",mine,6,mine,PRON,0
kcf-fragment14_1391_3,It 's got a garage and everything !,got,3,get,VERB,1
kcf-fragment14_1392_5,"Ooh , it 's sounds nice !",sounds,5,sound,VERB,0
kcf-fragment14_1393_3,It 'll cost you for a garage round here !,cost,3,cost,VERB,0
kcf-fragment14_1394_3,When she moves the .,moves,3,move,VERB,0
kcf-fragment14_1396_1,Get your coat on !,Get,1,get,VERB,0
kcf-fragment14_1397_4,It will be granddad 's garage .,granddad,4,granddad,NOUN,0
kcf-fragment14_1398_1,"Get your coat on love ,",Get,1,get,VERB,0
kcf-fragment14_1400_5,"Yeah , I 'm coming",coming,5,come,VERB,0
kcf-fragment14_1403_3,A man tried to .,tried,3,try,VERB,0
kcf-fragment14_1404_2,Double glazing ! !,glazing,2,glazing,NOUN,0
kcf-fragment14_1408_2,. Go and look at the garden . .,Go,2,go,VERB,0
kcf-fragment14_1408_4,. Go and look at the garden . .,look,4,look,VERB,0
kcf-fragment14_1415_5,When she was you know .,know,5,know,VERB,0
kcf-fragment14_1416_1,Put your arm in .,Put,1,put,VERB,0
kcf-fragment14_1418_6,Yeah but you 'll be sitting in the chair wo n't you love ?,sitting,6,sit,VERB,0
kcf-fragment14_1418_13,Yeah but you 'll be sitting in the chair wo n't you love ?,love,13,love,VERB,0
kcf-fragment14_1421_1,Put your arm in .,Put,1,put,VERB,0
kcf-fragment14_1422_1,Come on Kimmy !,Come,1,come,VERB,1
kcf-fragment14_1426_4,Now you 've got ta get your coat on .,got,4,get,VERB,0
kcf-fragment14_1426_6,Now you 've got ta get your coat on .,get,6,get,VERB,0
kcf-fragment14_1428_3,Are you coming then ?,coming,3,come,VERB,0
kcf-fragment14_1430_1,Need anything else ?,Need,1,need,VERB,0
kcf-fragment14_1433_2,Lord help me if it 's from !,help,2,help,VERB,0
kcf-fragment14_1434_4,And do n't forget we 're going down the fracture clinic Alison !,forget,4,forget,VERB,0
kcf-fragment14_1434_7,And do n't forget we 're going down the fracture clinic Alison !,going,7,go,VERB,0
kcf-fragment14_1438_3,has n't forgotten that .,forgotten,3,forget,VERB,0
kcf-fragment14_1440_3,Do you want your chocolates ?,want,3,want,VERB,0
kcf-fragment14_1444_6,"Right , what do you think ?",think,6,think,VERB,0
kcf-fragment14_1445_5,Oh for me to go down there .,go,5,go,VERB,0
kcf-fragment14_1450_2,I mean,mean,2,mean,VERB,0
kcf-fragment14_1451_3,"Ah , get a .",get,3,get,VERB,0
kcf-fragment14_1452_3,What you spend you could buy something .,spend,3,spend,VERB,0
kcf-fragment14_1452_6,What you spend you could buy something .,buy,6,buy,VERB,0
kcf-fragment14_1454_1,Coming back here after tea .,Coming,1,come,VERB,0
kcf-fragment14_1456_1,Invited to .,Invited,1,invite,VERB,0
kcf-fragment14_1457_5,"Ah , and you want want to get dad out of here",want,5,want,AUX,0
kcf-fragment14_1457_6,"Ah , and you want want to get dad out of here",want,6,want,VERB,0
kcf-fragment14_1457_8,"Ah , and you want want to get dad out of here",get,8,get,VERB,0
kcf-fragment14_1459_8,Not a bloody cos I did n't hear him !,hear,8,hear,VERB,0
kcf-fragment14_1463_1,Going down Sainsbury 's .,Going,1,go,VERB,0
kcf-fragment14_1464_4,"Anyway , you got everything there , you got your garage , you know , you got double glazing .",got,4,get,VERB,0
kcf-fragment14_1464_9,"Anyway , you got everything there , you got your garage , you know , you got double glazing .",got,9,get,VERB,0
kcf-fragment14_1464_14,"Anyway , you got everything there , you got your garage , you know , you got double glazing .",know,14,know,VERB,0
kcf-fragment14_1464_17,"Anyway , you got everything there , you got your garage , you know , you got double glazing .",got,17,get,VERB,0
kcf-fragment14_1465_2,You got central heating !,got,2,got,VERB,0
kcf-fragment14_1466_1,"Look out garage , we 'll get one .",Look,1,look,VERB,0
kcf-fragment14_1466_7,"Look out garage , we 'll get one .",get,7,get,VERB,0
kcf-fragment14_1470_5,"Yeah , I 've got one .",got,5,get,VERB,0
kcf-fragment14_1472_1,Come here !,Come,1,come,VERB,0
kbd-fragment07_2244_4,"That , I ordered that one .",ordered,4,order,VERB,0
kbd-fragment07_2248_3,You were saying,saying,3,say,VERB,0
